# Data from Commane Group at Columbia University/Lamont-Doherty Earth Observatory (atmoscomp.ldeo.columbia.edu)
# This is 1-hour merged data taken at Rutgers from 2023-07-01 to 2023-07-31 (see ReadMe for more details)
# File: Rutgers_1h_merge_20230701_to_20230731_v20240304.txt
# Data processed on 2024/03/04
# If you are using this data for a publication or for more information, please contact Roisin Commane (r.commane@columbia.edu)
#                  
UTC_time,CH4_ppb,CH4_sd,CO2_ppm,CO2_sd,CO_ppb,CO_sd,H2O_ppth,n,ch4.co2.Slope,ch4.co2.Slope.95.Uncertainty,ch4.co2.Intercept,ch4.co2.Intercept.95.Uncertainty,ch4.co2.r2,ch4.co.Slope,ch4.co.Slope.95.Uncertainty,ch4.co.Intercept,ch4.co.Intercept.95.Uncertainty,ch4.co.r2,co.co2.Slope,co.co2.Slope.95.Uncertainty,co.co2.Intercept,co.co2.Intercept.95.Uncertainty,co.co2.r2
2023-07-04 12:00:00,2054.76,6.53,443.27,3.24,152.55,2.17,20.32,3577,-0.7953,0.1929,2407.32,85.52,0.155,0.2222,0.3122,2020.87,47.64,0.005,0.0925,0.069,111.57,30.59,0.019
2023-07-04 13:00:00,2056.16,3.93,440.11,0.86,152.24,2.3,20.33,3573,0.9503,0.4613,1637.92,203.01,0.044,-0.0741,0.1772,2067.44,26.97,0.002,-0.6054,0.2692,418.68,118.49,0.052
2023-07-04 14:00:00,2064.36,5.88,437.01,1.45,154.35,2.66,20.33,3578,-2.2342,0.3524,3040.7,154.02,0.303,0.2753,0.2279,2021.86,35.19,0.016,-0.2688,0.1889,271.83,82.56,0.021
2023-07-04 15:00:00,2101.96,9.71,433.38,1.49,157.39,2.64,20.33,3584,-2.0802,0.6423,3003.47,278.34,0.102,1.1394,0.3633,1922.62,57.18,0.096,-0.537,0.1757,390.13,76.14,0.092
2023-07-04 16:00:00,2084.54,9.81,428.22,1.38,153.28,2.87,20.37,3571,3.8956,0.62,416.39,265.49,0.299,1.5922,0.3143,1840.49,48.18,0.217,0.6762,0.205,-136.27,87.77,0.105
2023-07-04 17:00:00,2068.14,7.54,425.64,0.74,151.55,2.92,20.36,3566,-5.3543,0.8964,4347.13,381.52,0.278,-1.072,0.2441,2230.6,37,0.172,1.4279,0.3808,-456.23,162.07,0.132
2023-07-04 18:00:00,2046.37,32.75,425.04,0.69,150.27,8.07,20.37,3571,26.4378,4.0718,-9190.71,1730.66,0.313,1.2243,0.4022,1862.38,60.53,0.091,6.639,0.9943,-2671.55,422.62,0.325
2023-07-04 19:00:00,2015.75,5.27,424.16,1.81,152.35,7.87,20.4,3577,2.1022,0.208,1124.09,88.24,0.525,0.4361,0.0527,1949.31,8.04,0.425,2.7727,0.3468,-1023.72,147.11,0.408
2023-07-04 20:00:00,2037.77,31.93,427.68,1.37,141.38,9.24,20.37,3579,-3.2729,2.4008,3437.51,1026.75,0.02,2.5143,0.2463,1682.3,34.9,0.529,-0.3753,0.7007,301.88,299.66,0.003
2023-07-04 21:00:00,2053.83,16.53,429.34,2.07,161.15,21.5,20.42,3566,1.3535,0.8173,1472.71,350.89,0.029,-0.3934,0.0687,2117.23,11.17,0.262,5.9536,0.8831,-2394.96,379.14,0.329
2023-07-04 22:00:00,2028.69,4.85,423.21,0.9,153.27,8.24,20.43,3577,-0.5978,0.5596,2281.67,236.84,0.012,0.2859,0.0535,1984.87,8.21,0.236,2.951,0.906,-1095.6,383.45,0.103
2023-07-04 23:00:00,2037.71,4.51,423.21,0.8,168.24,5.91,20.42,3567,0.2326,0.5821,1939.28,246.37,0.002,0.2942,0.0732,1988.22,12.33,0.148,2.0284,0.7335,-690.19,310.4,0.076
2023-07-05 00:00:00,2042.46,10.73,424.82,1.01,168.68,6.85,20.41,3580,1.8522,1.0888,1255.6,462.57,0.03,0.9342,0.1307,1884.87,22.06,0.356,2.5105,0.6559,-897.85,278.65,0.137
2023-07-05 01:00:00,2067.55,8.87,429.13,3.03,194.2,10.14,20.42,3576,2.0194,0.2203,1200.96,94.56,0.475,0.456,0.0775,1978.99,15.07,0.272,2.9743,0.1599,-1082.15,68.64,0.788
2023-07-05 02:00:00,2076.49,9.02,439.3,4.73,236.43,39.22,20.42,3570,1.2764,0.1472,1515.76,64.67,0.448,0.0975,0.0216,2053.43,5.18,0.18,7.5545,0.356,-3082.22,156.39,0.83
2023-07-05 03:00:00,2105.9,12.79,466.08,14.18,345.35,45.12,20.42,3575,0.1371,0.0926,2041.99,43.19,0.023,-0.0198,0.0294,2112.75,10.23,0.005,2.3049,0.2279,-728.92,106.27,0.525
2023-07-05 04:00:00,2156.36,76.01,493.81,14.93,426.6,35.38,20.42,3574,4.3174,0.2806,24.4,138.64,0.719,1.0183,0.1966,1721.97,84.17,0.225,1.767,0.1642,-445.98,81.12,0.556
2023-07-05 05:00:00,2189.05,45.75,499,14.24,389.21,34.85,20.43,3573,2.9426,0.1342,720.67,66.98,0.839,0.1451,0.1356,2132.57,52.99,0.012,0.9385,0.235,-79.09,117.29,0.147
2023-07-05 06:00:00,2215.88,76.32,503.75,15.97,330.84,29.56,20.44,3571,4.6094,0.1311,-106.13,66.1,0.93,2.0472,0.1635,1538.58,54.3,0.629,1.328,0.1341,-338.12,67.56,0.515
2023-07-05 07:00:00,2188.84,55.07,502.38,15.99,275.64,29.33,20.46,3566,3.1853,0.1358,588.59,68.25,0.856,1.3769,0.1327,1809.3,36.78,0.538,1.6073,0.0917,-531.84,46.11,0.768
2023-07-05 08:00:00,2170.53,27.28,498.46,5.97,240.3,10.09,20.46,3582,1.5787,0.4455,1383.6,222.08,0.119,2.0218,0.1867,1684.7,44.89,0.559,0.9905,0.1422,-253.42,70.89,0.344
2023-07-05 09:00:00,2231.91,48.52,530.87,15.07,258.83,11.8,20.47,3570,2.8141,0.1627,737.96,86.38,0.764,2.8566,0.3072,1492.54,79.6,0.483,0.6302,0.0484,-75.72,25.69,0.647
2023-07-05 10:00:00,2289.98,50.83,549.46,11.24,316.27,18.84,20.48,3581,3.5957,0.2848,314.28,156.5,0.633,0.2427,0.2793,2213.21,88.48,0.008,-0.0542,0.1741,346.03,95.67,0.001
2023-07-05 11:00:00,2330.03,37.59,560.66,9.14,351.83,87.55,20.49,3575,2.227,0.3595,1081.47,201.59,0.293,-0.1485,0.0419,2382.28,15.18,0.12,4.06,0.9019,-1924.41,505.74,0.18
2023-07-05 12:00:00,2244.61,61.11,516.33,35.05,422.31,90.13,20.49,3582,1.7213,0.0288,1355.88,14.89,0.975,0.6512,0.0196,1969.58,8.46,0.923,2.4172,0.0911,-825.77,47.17,0.884
2023-07-05 13:00:00,2129.34,23.88,460.72,7.7,259.62,17.42,20.51,3577,3.0702,0.0465,714.83,21.41,0.979,1.2915,0.0479,1794.05,12.46,0.887,2.1592,0.0703,-735.18,32.41,0.911
2023-07-05 14:00:00,2612.36,340.09,476.67,14.07,372.25,91.96,20.52,3578,16.0532,1.8792,-5039.76,896.14,0.441,1.8469,0.333,1924.87,127.68,0.249,6.2476,0.2003,-2605.78,95.5,0.913
2023-07-05 15:00:00,2572.59,126.24,462.37,10.91,360.79,39.7,20.53,3581,7.0085,0.9571,-667.95,442.67,0.367,1.8104,0.2718,1919.4,98.64,0.324,3.4749,0.1122,-1245.93,51.88,0.912
2023-07-05 16:00:00,2222.18,71.2,439.98,4.84,309.61,10.93,20.54,3577,13.4553,0.6178,-3697.82,271.82,0.837,5.9629,0.2725,375.97,84.43,0.838,2.1528,0.0709,-637.55,31.18,0.909
2023-07-05 17:00:00,2145.98,5.7,434.94,0.99,298.77,4.51,20.56,3579,-0.1879,0.6006,2227.69,261.21,0.001,0.5369,0.119,1985.59,35.57,0.18,-0.9733,0.4642,722.08,201.9,0.045
2023-07-05 18:00:00,2124.33,18.1,432.21,2.05,301.93,7.83,20.58,3586,6.5033,0.6213,-686.44,268.53,0.542,1.82,0.1483,1574.81,44.8,0.619,2.6765,0.2832,-854.87,122.4,0.491
2023-07-05 19:00:00,2096.99,5.24,428.48,1.07,289.62,5,20.6,3584,-0.6269,0.5044,2365.6,216.14,0.016,0.1422,0.1079,2055.81,31.26,0.018,2.2469,0.4255,-673.15,182.32,0.232
