# Data from Commane Group at Columbia University/Lamont-Doherty Earth Observatory (atmoscomp.ldeo.columbia.edu)
# This is 1-hour merged data taken at ASRC from 2023-07-01 to 2023-07-31 (see ReadMe for more details)
# File: ASRC_1h_merge_20230701_to_20230731_v20240304.txt
# Data processed on 2024/03/04
# If you are using this data for a publication or for more information, please contact Roisin Commane (r.commane@columbia.edu)
#                  
UTC_time,CH4_ppb,CH4_sd,CO2_ppm,CO2_sd,CO_ppb,CO_sd,H2O_ppth,n,ch4.co2.Slope,ch4.co2.Slope.95.Uncertainty,ch4.co2.Intercept,ch4.co2.Intercept.95.Uncertainty,ch4.co2.r2,ch4.co.Slope,ch4.co.Slope.95.Uncertainty,ch4.co.Intercept,ch4.co.Intercept.95.Uncertainty,ch4.co.r2,co.co2.Slope,co.co2.Slope.95.Uncertainty,co.co2.Intercept,co.co2.Intercept.95.Uncertainty,co.co2.r2
2023-07-02 02:00:00,2079.23,12.34,431.1,2.03,589.49,28.89,19.04,3223,5.8012,0.19,-421.69,81.9,0.91,0.3861,0.019,1851.65,11.19,0.818,12.7723,0.6556,-4916.71,282.65,0.804
2023-07-02 03:00:00,2095.75,10.24,433.7,1.68,637.7,26.65,19.29,3227,5.2703,0.3164,-189.98,137.2,0.75,0.3301,0.0204,1885.26,13.03,0.738,10.6427,1.22,-3978.03,529.12,0.451
2023-07-02 04:00:00,2090.35,8.88,433.44,1.53,627.13,21.07,19.5,3241,4.8134,0.3369,4.04,146.01,0.688,0.2842,0.0324,1912.13,20.3,0.455,7.9547,1.1678,-2820.71,506.17,0.334
2023-07-02 05:00:00,2098.34,12.2,434.41,1.56,623.02,27.82,19.42,3244,5.5185,0.5753,-298.93,249.92,0.499,0.3931,0.0202,1853.45,12.59,0.804,8.8743,1.6068,-3232.03,698.03,0.248
2023-07-02 06:00:00,2106.96,13.77,435.7,1.59,615.26,28.04,19.33,3236,6.7213,0.5705,-821.53,248.58,0.6,0.3648,0.0341,1882.49,21.03,0.552,11.2249,1.4191,-4275.43,618.32,0.403
2023-07-02 07:00:00,2114.5,6.03,433.95,1.62,589.26,17.34,19.55,3236,0.4994,0.3831,1897.8,166.27,0.018,0.0476,0.0358,2086.44,21.1,0.019,8.9199,0.6145,-3281.57,266.68,0.695
2023-07-02 08:00:00,2128.18,20.01,431.02,1.41,529.74,30.71,19.58,3239,11.157,0.9185,-2680.68,395.88,0.615,0.5671,0.0333,1827.77,17.67,0.758,14.6173,1.6882,-5770.55,727.65,0.447
2023-07-02 09:00:00,2166.82,84.52,429.18,1.61,461.05,22.69,19.48,3240,47.4741,2.2941,-18207.89,984.58,0.822,2.9829,0.2319,791.56,107.05,0.641,12.171,0.7306,-4762.44,313.55,0.75
2023-07-02 10:00:00,2114.37,75.17,427.99,1.48,396.8,18.78,19.23,3230,44.1586,2.5847,-16784.85,1106.21,0.759,1.0898,0.4004,1681.93,159.04,0.074,6.6208,1.1216,-2436.79,480.02,0.273
2023-07-02 11:00:00,2208.51,95.5,430.08,1.63,386.31,16.68,19.53,3247,53.1711,2.5347,-20659.32,1090.12,0.826,4.5554,0.3608,448.71,139.5,0.633,8.7854,0.5415,-3392.13,232.88,0.74
2023-07-02 12:00:00,2070.28,8.25,427.4,0.97,374.28,13.32,19.44,3245,6.4015,0.5811,-665.68,248.35,0.567,0.4426,0.0451,1904.63,16.9,0.51,5.2586,1.316,-1873.21,562.44,0.147
2023-07-02 13:00:00,2097.06,12.08,432.1,1.32,394.41,26.19,19.52,3253,5.726,0.7455,-377.16,322.12,0.389,0.3288,0.0336,1967.4,13.29,0.508,8.6094,1.865,-3325.73,805.87,0.187
2023-07-02 14:00:00,2112.36,12.67,437.6,1.34,434.97,31.39,19.7,3249,5.1729,0.8207,-151.3,359.15,0.3,0.274,0.0308,1993.18,13.43,0.461,11.9706,2.0887,-4803.38,914.02,0.262
2023-07-02 15:00:00,2118.27,13.61,436.33,1.65,438.54,28.34,19.48,3245,2.3574,0.823,1089.69,359.11,0.081,0.1852,0.0461,2037.05,20.24,0.149,7.809,1.5929,-2968.74,695.04,0.206
2023-07-02 16:00:00,2133.69,22.03,438.47,2.77,440.73,22.74,19.36,3233,6.6205,0.4557,-769.23,199.8,0.695,0.8902,0.0397,1741.34,17.54,0.844,7.0936,0.4266,-2669.64,187.05,0.749
2023-07-02 17:00:00,2093.26,8.44,434.63,1.54,377.69,19.19,19.34,3240,3.7975,0.4112,442.76,178.73,0.48,0.3098,0.0325,1976.26,12.28,0.496,5.8923,1.1416,-2183.28,496.17,0.223
2023-07-02 18:00:00,2091.6,9.85,431.8,2.4,347.93,15.35,19.38,3242,3.3849,0.2423,630,104.61,0.678,0.5088,0.0406,1914.55,14.15,0.629,5.4036,0.3575,-1985.36,154.39,0.712
2023-07-02 19:00:00,2091.63,16.72,431.3,2.42,329.73,25.84,19.69,3233,5.8532,0.3834,-432.81,165.35,0.716,0.4785,0.0453,1933.86,14.97,0.547,5.9045,0.9267,-2216.85,399.69,0.305
2023-07-02 20:00:00,2140.42,14.69,433.39,2.76,471.6,50.79,20.41,3238,3.269,0.4356,723.67,188.78,0.378,0.1601,0.025,2064.93,11.88,0.306,-4.2193,1.8585,2300.21,805.47,0.053
2023-07-02 21:00:00,2125.33,11.25,428.5,1.32,476.62,15.71,20.63,3239,3.9972,0.7848,412.52,336.3,0.219,0.4375,0.059,1916.79,28.11,0.373,0.1448,1.2396,414.56,531.16,0
2023-07-02 22:00:00,2110.75,17.8,428.63,4.57,422.26,74.44,20.8,3253,-0.7163,0.398,2417.79,170.59,0.034,0.1737,0.0171,2037.42,7.32,0.527,-12.6956,1.0611,5864.03,454.85,0.607
2023-07-02 23:00:00,2110.08,25.41,438.74,2.44,288.49,31.66,20.74,2606,8.2717,0.7389,-1519.06,324.21,0.628,0.6639,0.0524,1918.54,15.21,0.684,9.9516,0.9715,-4077.73,426.26,0.586
2023-07-03 00:00:00,2177.57,46.95,448.11,9.9,397.96,81.53,20.08,3239,4.2032,0.228,294.07,102.18,0.786,0.5337,0.0225,1965.19,9.13,0.859,7.9786,0.211,-3177.36,94.57,0.939
2023-07-03 01:00:00,2174.11,22.42,448.66,5.13,466.44,32.8,19.58,3243,4.1159,0.1531,327.44,68.68,0.886,0.5593,0.0408,1913.24,19.1,0.669,4.5783,0.4641,-1587.66,208.23,0.513
2023-07-03 02:00:00,2469.45,243.81,453.71,6.15,452.33,39.51,19.24,3233,37.0078,1.4692,-14321.21,666.67,0.873,5.361,0.3175,44.49,144.16,0.755,6.1285,0.199,-2328.21,90.28,0.911
2023-07-03 03:00:00,2209.43,91.14,448.36,8.87,412.44,120.11,19.28,3242,8.8652,0.5398,-1765.38,242.06,0.745,0.7044,0.0293,1918.91,12.6,0.862,11.1628,0.7963,-4592.5,357.11,0.68
2023-07-03 04:00:00,2134.84,40.16,442.99,4.99,286.9,42.2,19.34,3238,7.1905,0.3741,-1050.49,165.76,0.8,0.9252,0.0232,1869.4,6.72,0.945,7.5336,0.3976,-3050.43,176.16,0.795
2023-07-03 05:00:00,2083.2,149.93,431.8,5.19,208.56,194.72,19.21,3230,15.4416,2.5367,-4584.54,1095.41,0.286,0.76,0.0128,1924.69,3.66,0.974,18.2999,3.403,-7693.39,1469.55,0.238
2023-07-03 06:00:00,2075.9,26.35,434.71,4.18,169.11,17.47,19.35,3229,5.6739,0.285,-390.61,123.88,0.811,1.3334,0.0732,1850.41,12.45,0.782,3.9106,0.1531,-1530.87,66.56,0.876
2023-07-03 07:00:00,2133.33,11.34,447.88,2.58,198.66,11.6,19.46,3241,2.2021,0.3962,1147.05,177.47,0.25,0.7783,0.0615,1978.71,12.24,0.634,1.8913,0.4247,-648.41,190.23,0.176
2023-07-03 08:00:00,2172.33,57.18,444.92,1.24,180.09,28.8,19.55,3241,16.6653,4.4571,-5242.32,1983.03,0.131,0.4639,0.2007,2088.79,36.6,0.055,8.9347,2.2219,-3795.1,988.55,0.149
2023-07-03 09:00:00,2150.76,24.22,439.9,2.75,155.34,11.71,19.36,3231,8.4646,0.2511,-1572.81,110.44,0.925,1.795,0.1066,1871.93,16.61,0.754,3.8902,0.1798,-1555.96,79.12,0.835
2023-07-03 10:00:00,2223.63,147.43,442.53,3.28,207.94,217.32,19.41,3235,19.794,4.198,-6535.7,1857.78,0.194,0.667,0.0129,2084.93,3.86,0.967,27.6542,6.2633,-12029.76,2771.73,0.174
2023-07-03 11:00:00,2485.6,799.58,456.32,5.51,652.74,1304.9,19.65,3237,53.4774,14.0223,-21917.01,6399.07,0.136,0.6118,0.0035,2086.24,5.11,0.997,87.9903,22.8547,-39498.63,10429.7,0.138
2023-07-03 12:00:00,3532.95,1767.49,454.79,7.31,2531.72,2889.42,19.73,3234,206.0656,13.1541,-90183.8,5983.12,0.726,0.6103,0.0043,1987.78,16.41,0.995,335.6382,21.7104,-150113.44,9874.98,0.721
2023-07-03 13:00:00,3514.52,1956.4,455.36,7.09,2455.83,3178.97,19.72,3237,265.944,7.6137,-117586.32,3467.4,0.929,0.6143,0.0038,2005.83,15.27,0.996,430.4473,12.9917,-193553.53,5916.63,0.922
2023-07-03 14:00:00,3094.13,1560.1,450.2,5.9,1764.3,2435.26,19.64,3242,228.1345,13.8548,-99611.9,6237.94,0.745,0.6392,0.0044,1966.34,13.23,0.996,358.9711,21.1093,-159844.34,9504.22,0.758
2023-07-03 15:00:00,2320.59,783.54,442.34,3.95,610.15,1198.65,19.71,3243,118.2121,16.5711,-49968.88,7330.31,0.355,0.6527,0.0037,1922.36,5.04,0.997,180.2361,25.3969,-79114.73,11234.39,0.352
2023-07-03 16:00:00,2330.88,659.95,447.21,4.95,633.75,1044.69,19.7,3247,58.4029,12.4613,-23787.38,5573.13,0.192,0.6307,0.0037,1931.16,4.52,0.997,89.7009,19.8626,-39481.19,8883.24,0.181
2023-07-03 17:00:00,2137.6,109.15,442.85,1.88,308.41,165.87,19.63,3245,10.6996,5.9309,-2600.68,2626.51,0.034,0.6526,0.0088,1936.33,3.07,0.984,13.3218,9.0648,-5591.12,4014.35,0.023
2023-07-03 18:00:00,2099.88,73.62,439.8,3.37,265.36,98.76,19.56,3242,9.0056,2.0654,-1860.83,908.42,0.17,0.7407,0.0087,1903.34,2.47,0.987,10.6916,2.832,-4436.84,1245.55,0.133
2023-07-03 19:00:00,2077.62,196.76,437.47,2.45,255.71,307.42,19.5,3238,26.8422,7.8492,-9664.95,3433.83,0.112,0.6384,0.0047,1914.38,1.89,0.995,42.768,12.2331,-18453.83,5351.64,0.117
2023-07-03 20:00:00,2074.03,23.12,442.06,3.45,225.56,22.62,19.61,3243,6.0693,0.2934,-608.95,129.72,0.822,0.9358,0.0427,1862.95,9.68,0.838,6.0057,0.2716,-2429.32,120.08,0.841
2023-07-03 21:00:00,2124.39,18.77,444.97,2.71,270.63,23.12,19.53,3238,6.1294,0.3325,-603.03,147.95,0.786,0.575,0.0596,1968.79,16.18,0.502,5.5846,0.6685,-2214.34,297.46,0.43
2023-07-03 22:00:00,2097.36,16.05,442.59,2.17,273.05,20.1,19.58,3242,6.6302,0.3435,-837.12,152.03,0.801,0.6466,0.0487,1920.8,13.34,0.655,7.7115,0.5358,-3140,237.14,0.691
2023-07-03 23:00:00,2105.87,14.27,445.54,2.8,290.26,26.29,19.53,2605,4.9661,0.132,-106.73,58.82,0.95,0.5008,0.0243,1960.52,7.08,0.852,8.5575,0.4486,-3522.43,199.9,0.831
2023-07-04 00:00:00,2152.18,16.12,454.34,3.65,342.45,25.25,19.52,3249,4.127,0.1645,277.13,74.76,0.872,0.5376,0.0358,1968.07,12.29,0.709,5.0211,0.4956,-1938.82,225.16,0.526
2023-07-04 01:00:00,2188.85,28.55,455.77,6.98,378.4,69.07,19.53,3242,3.3851,0.2383,646.05,108.64,0.685,0.3684,0.0195,2049.46,7.48,0.794,8.9628,0.4356,-3706.56,198.54,0.82
2023-07-04 02:00:00,2380.3,831.85,449.6,4.62,637.79,1220.95,19.32,3243,81.2662,16.7199,-34156.75,7517.59,0.203,0.6766,0.0083,1948.74,11.38,0.986,112.0445,24.9064,-49737.1,11198.44,0.179
2023-07-04 03:00:00,2893.01,1529.82,437.1,5.31,1391.19,2198.05,19.26,3230,242.6864,16.1834,-103184.17,7074.21,0.708,0.6952,0.0034,1925.81,8.79,0.998,345.7119,23.728,-149718,10372.17,0.696
2023-07-04 04:00:00,2525.45,1525.12,435.23,5.39,892,2210.24,19.33,3248,253.0023,13.1359,-107589.37,5717.59,0.8,0.6893,0.0033,1910.59,7.82,0.998,365.3901,19.298,-158137.6,8399.74,0.795
2023-07-04 05:00:00,2120.13,87.29,441.03,7.85,232.78,54.81,19.54,3244,9.3484,0.6271,-2002.82,276.63,0.706,1.093,0.1204,1865.69,28.79,0.471,6.1661,0.3415,-2486.69,150.62,0.779
2023-07-04 06:00:00,2211.53,515.74,450.39,3.88,326.91,770.06,19.45,3232,62.4223,12.2057,-25903.15,5497.58,0.22,0.6673,0.006,1993.4,5,0.993,99.8117,17.8424,-44627.74,8036.43,0.253
2023-07-04 07:00:00,3878.84,2560.09,461.88,10.61,2571.73,3722.93,19.63,3247,222.9533,9.5994,-99099.19,4434.95,0.854,0.686,0.005,2114.74,22.71,0.995,322.5918,14.3618,-146427.48,6635.18,0.845
2023-07-04 08:00:00,2818.81,1214.12,450.83,6.34,785.46,1730.21,19.66,3241,140.9543,13.4722,-60727.45,6074.26,0.542,0.6967,0.0087,2271.58,16.51,0.986,183.6882,20.9758,-82026.53,9457.43,0.453
2023-07-04 09:00:00,2345.89,240.15,450.57,5.91,271.89,332.03,19.62,3246,19.0235,3.7319,-6225.58,1681.62,0.219,0.7146,0.0116,2151.6,4.98,0.976,21.261,5.4048,-9307.77,2435.46,0.143
2023-07-04 10:00:00,2298,35.74,449.78,1.86,179.42,18.51,19.67,3240,9.551,1.73,-1997.8,778.14,0.248,0.7916,0.1831,2155.96,33.02,0.168,4.3925,0.9265,-1796.2,416.73,0.195
2023-07-04 11:00:00,2219.84,110.21,450.23,2.15,178.38,160.62,19.61,3249,23.3229,4.7448,-8280.8,2136.25,0.207,0.6446,0.0245,2104.86,5.87,0.882,18.1469,7.5323,-7991.88,3391.3,0.059
2023-07-04 12:00:00,2170.12,26.33,454.2,2.72,183.67,16.54,19.69,3233,4.6548,0.8819,55.93,400.58,0.231,0.6904,0.1491,2043.31,27.5,0.188,3.8712,0.4872,-1574.61,221.29,0.405
2023-07-04 13:00:00,2152.8,63.55,451.53,4.69,207.26,92.31,19.63,3241,2.3615,1.3876,1086.51,626.6,0.03,0.6643,0.0188,2015.12,4.26,0.931,-0.5791,2.0461,468.74,923.95,0.001
2023-07-04 14:00:00,2131.5,14.01,455.39,4.44,204.13,50.13,19.54,3238,0.7202,0.3196,1803.52,145.55,0.052,0.1867,0.0216,2093.38,4.54,0.446,5.7313,1.0121,-2405.9,460.91,0.257
2023-07-04 15:00:00,2821.95,1779.2,453.83,5.49,1236.93,2601.86,19.55,3243,293.4215,14.2555,-130342.99,6470.12,0.821,0.683,0.0035,1977.15,10.1,0.998,430.1094,20.6189,-193961.75,9358.24,0.825
2023-07-04 16:00:00,4691.6,3086.69,463.37,11.47,3947.82,4661.8,19.76,3236,255.9252,8.6813,-113897.42,4023.92,0.904,0.6604,0.0049,2084.34,30.01,0.995,386.2301,13.2039,-175021.04,6120.19,0.902
2023-07-04 17:00:00,2480.07,933.16,450.76,5.82,718.83,1389.68,19.77,3239,102.3737,12.8074,-43666.16,5773.59,0.408,0.6703,0.0042,1998.28,6.63,0.996,145.6947,19.6358,-64954.92,8851.82,0.373
2023-07-04 18:00:00,2160.79,84.26,453.2,5.03,279.04,132.97,19.68,3246,8.5967,1.4936,-1735.23,676.93,0.264,0.6255,0.0105,1986.25,3.25,0.974,11.0698,2.4941,-4737.78,1130.37,0.175
2023-07-04 19:00:00,2197.81,127.29,454.78,5.39,305.76,150.93,19.52,3244,12.7004,2.0706,-3578.11,941.73,0.289,0.8075,0.0253,1950.9,8.62,0.917,12.4371,2.6088,-5350.45,1186.51,0.197
2023-07-04 20:00:00,2139.46,41.04,448.67,4.85,228.32,24.22,21.76,3244,4.4252,0.7495,154.03,336.28,0.274,1.3053,0.1123,1841.43,25.78,0.593,2.3302,0.459,-817.16,205.94,0.218
2023-07-04 21:00:00,2327.96,576.79,454.68,4.1,521.68,932.55,22.17,3240,62.194,13.1014,-25950.69,5957.25,0.196,0.6175,0.0037,2005.84,3.95,0.997,98.3237,21.2953,-44184.63,9683.03,0.187
2023-07-04 22:00:00,2168.69,209.84,451.18,3.92,296.98,331.42,21.41,3239,15.988,5.3064,-5044.79,2394.21,0.089,0.6284,0.0081,1982.07,3.59,0.985,23.5974,8.4327,-10349.72,3804.8,0.078
2023-07-04 23:00:00,2995.54,1604.13,456.47,7.22,1545.09,2512.66,19.13,2582,168.8818,16.8186,-74094.01,7678.14,0.577,0.6377,0.0035,2010.23,10.37,0.998,264.369,26.366,-119131.49,12036.77,0.577
2023-07-05 00:00:00,2428.79,448.41,464.34,3.83,633.76,623.94,19.23,3225,7.4223,12.1567,-1017.68,5645.06,0.004,0.7161,0.0063,1974.96,5.63,0.993,17.7039,16.8493,-7586.89,7824.09,0.012
2023-07-05 01:00:00,2217.81,24.69,461.05,3.53,481.16,37.1,19.61,3239,6.167,0.3435,-625.46,158.38,0.776,0.4798,0.0479,1986.93,23.09,0.52,6.7873,0.8339,-2648.12,384.48,0.416
2023-07-05 02:00:00,2942.42,1927.26,474.07,9.49,1528.94,2624.53,19.67,3241,151.5277,14.0465,-68892.47,6660.37,0.557,0.7337,0.0031,1820.58,9.29,0.998,206.5372,19.1065,-96384.36,9059.65,0.558
2023-07-05 03:00:00,2358.95,227.96,472.34,9.12,729.47,284.01,19.67,3235,18.4097,1.7586,-6336.63,830.78,0.542,0.7838,0.018,1787.21,14.07,0.954,24.2995,2.026,-10748.12,957.13,0.608
2023-07-05 04:00:00,2185.44,26.04,463.36,3.57,497.87,42.76,19.64,3245,5.7256,0.4703,-467.59,217.93,0.616,0.3769,0.0497,1997.78,24.84,0.383,9.1599,0.8031,-3746.44,372.12,0.584
2023-07-05 05:00:00,2416.32,136.47,475.11,6.02,621.94,159.98,19.61,3247,16.4596,1.6228,-5403.78,771.07,0.526,0.7755,0.0369,1934,23.72,0.826,15.5274,2.2441,-6755.27,1066.29,0.341
2023-07-05 06:00:00,5402.84,2800.85,499.09,10.21,4898.48,4139.76,19.68,3235,237.0374,14.3666,-112901.03,7171.76,0.746,0.6753,0.0043,2094.76,27.34,0.996,353.8642,20.5951,-171712.87,10281.04,0.761
2023-07-05 07:00:00,3635.81,1888.49,498.84,5.29,2281.47,2748.39,19.59,3251,260.4705,25.3637,-126296.61,12653.06,0.533,0.6828,0.008,2078.02,28.57,0.987,367.8143,38.1232,-181198,19018.33,0.501
2023-07-05 08:00:00,2860.86,1106.86,497.44,5.84,1359.68,1585.64,19.64,3240,118.7191,15.3469,-56194.56,7634.67,0.393,0.6978,0.002,1912.1,4.25,0.999,168.0023,22.1563,-82211.13,11022.15,0.383
2023-07-05 09:00:00,3112.52,1590.29,496.09,8.07,1746.98,2638.83,19.56,3244,148.1598,13.4862,-70387.61,6691.19,0.566,0.6017,0.0035,2061.34,11.01,0.997,249.113,21.9846,-121834.75,10907.7,0.581
2023-07-05 10:00:00,2402.23,39.66,486.68,3.99,609.9,36.74,19.62,3252,-4.0248,0.9435,4361,459.18,0.164,0.2136,0.11,2271.98,67.19,0.039,5.1455,0.7926,-1894.29,385.74,0.313
2023-07-05 11:00:00,2453.57,218.86,490.8,10.65,727.23,334.93,19.71,3232,4.2126,2.0913,386.03,1026.64,0.042,0.6496,0.0074,1981.17,5.9,0.988,6.4302,3.2007,-2428.73,1571.28,0.042
2023-07-05 12:00:00,2792.09,1735.12,466.43,10.98,1304.11,2752.52,19.57,3243,75.4038,14.4367,-32378.57,6735.61,0.228,0.629,0.0043,1971.83,13.21,0.996,116.2241,23.0898,-52906.42,10772.78,0.215
2023-07-05 13:00:00,3725,2224.82,471.92,8.2,2778.06,3421.57,19.53,3237,247.3243,11.5788,-112992.56,5465.12,0.831,0.6482,0.0054,1924.3,23.59,0.994,383.5201,17.0599,-178213.15,8052.14,0.845
2023-07-05 14:00:00,3779.21,1849,467.25,8.67,2926.89,2842.85,19.74,3241,139.9792,16.7264,-61626.67,7816.84,0.431,0.6479,0.006,1883,24.38,0.992,213.6198,25.8606,-96887.88,12085.57,0.424
2023-07-05 15:00:00,3519.48,1817.6,443.98,7.69,2441.12,2679.43,19.44,3245,134.3393,20.1974,-56125,8968.68,0.323,0.6753,0.0067,1871.01,24.23,0.991,205.0742,29.2551,-88608.55,12990.76,0.347
2023-07-05 16:00:00,4277.6,2097,439.43,7.87,3711.14,3301.33,19.64,3234,244.1619,11.0656,-103014.23,4863.34,0.84,0.6301,0.0083,1939.17,41.4,0.984,392.9358,15.2216,-168956.27,6689.89,0.878
2023-07-05 17:00:00,2950.23,1461.02,442.64,5.65,1671.49,2303.3,19.54,3230,222.9779,13.6471,-95747.7,6041.17,0.743,0.6313,0.0064,1894.94,18.12,0.991,361.2304,19.7017,-158221.93,8721.39,0.784
